iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million
SGP,Asia,Singapore,20/11/2020,58143,4,4.143,28,0,0,10661.398,0.733,0.76
SGP,Asia,Singapore,21/11/2020,58148,5,4.571,28,0,0,10662.315,0.917,0.838
SGP,Asia,Singapore,22/11/2020,58160,12,5.857,28,0,0,10664.515,2.2,1.074
SGP,Asia,Singapore,23/11/2020,58165,5,5.857,28,0,0,10665.432,0.917,1.074
SGP,Asia,Singapore,24/11/2020,58183,18,7.571,28,0,0,10668.733,3.301,1.388
SGP,Asia,Singapore,25/11/2020,58190,7,7.857,28,0,0,10670.016,1.284,1.441
SGP,Asia,Singapore,26/11/2020,58195,5,8,28,0,0,10670.933,0.917,1.467
SGP,Asia,Singapore,27/11/2020,58199,4,8,28,0,0,10671.666,0.733,1.467
SGP,Asia,Singapore,28/11/2020,58205,6,8.143,29,1,0.143,10672.767,1.1,1.493
SGP,Asia,Singapore,29/11/2020,58213,8,7.571,29,0,0.143,10674.234,1.467,1.388
SGP,Asia,Singapore,30/11/2020,58218,5,7.571,29,0,0.143,10675.15,0.917,1.388
SGP,Asia,Singapore,1/12/2020,58228,10,6.429,29,0,0.143,10676.984,1.834,1.179
SGP,Asia,Singapore,2/12/2020,58230,2,5.714,29,0,0.143,10677.351,0.367,1.048
SGP,Asia,Singapore,3/12/2020,58239,9,6.286,29,0,0.143,10679.001,1.65,1.153
SGP,Asia,Singapore,4/12/2020,58242,3,6.143,29,0,0.143,10679.551,0.55,1.126
SGP,Asia,Singapore,5/12/2020,58255,13,7.143,29,0,0,10681.935,2.384,1.31
SGP,Asia,Singapore,6/12/2020,58260,5,6.714,29,0,0,10682.852,0.917,1.231
SGP,Asia,Singapore,7/12/2020,58273,13,7.857,29,0,0,10685.235,2.384,1.441
SGP,Asia,Singapore,8/12/2020,58285,12,8.143,29,0,0,10687.436,2.2,1.493
SGP,Asia,Singapore,9/12/2020,58291,6,8.714,29,0,0,10688.536,1.1,1.598
SGP,Asia,Singapore,10/12/2020,58297,6,8.286,29,0,0,10689.636,1.1,1.519
SGP,Asia,Singapore,11/12/2020,58305,8,9,29,0,0,10691.103,1.467,1.65
SGP,Asia,Singapore,12/12/2020,58313,8,8.286,29,0,0,10692.57,1.467,1.519
SGP,Asia,Singapore,13/12/2020,58320,7,8.571,29,0,0,10693.854,1.284,1.572
SGP,Asia,Singapore,14/12/2020,58325,5,7.429,29,0,0,10694.77,0.917,1.362
SGP,Asia,Singapore,15/12/2020,58341,16,8,29,0,0,10697.704,2.934,1.467
SGP,Asia,Singapore,16/12/2020,58353,12,8.857,29,0,0,10699.905,2.2,1.624
SGP,Asia,Singapore,17/12/2020,58377,24,11.429,29,0,0,10704.305,4.401,2.096
SGP,Asia,Singapore,18/12/2020,58386,9,11.571,29,0,0,10705.956,1.65,2.122
SGP,Asia,Singapore,19/12/2020,58403,17,12.857,29,0,0,10709.073,3.117,2.358
SGP,Asia,Singapore,20/12/2020,58422,19,14.571,29,0,0,10712.557,3.484,2.672
SGP,Asia,Singapore,21/12/2020,58432,10,15.286,29,0,0,10714.39,1.834,2.803
SGP,Asia,Singapore,22/12/2020,58461,29,17.143,29,0,0,10719.708,5.318,3.143
SGP,Asia,Singapore,23/12/2020,58482,21,18.429,29,0,0,10723.559,3.851,3.379
SGP,Asia,Singapore,24/12/2020,58495,13,16.857,29,0,0,10725.942,2.384,3.091
SGP,Asia,Singapore,25/12/2020,58509,14,17.571,29,0,0,10728.51,2.567,3.222
SGP,Asia,Singapore,26/12/2020,58519,10,16.571,29,0,0,10730.343,1.834,3.039
SGP,Asia,Singapore,27/12/2020,58524,5,14.571,29,0,0,10731.26,0.917,2.672
SGP,Asia,Singapore,28/12/2020,58529,5,13.857,29,0,0,10732.177,0.917,2.541
SGP,Asia,Singapore,29/12/2020,58542,13,11.571,29,0,0,10734.561,2.384,2.122
SGP,Asia,Singapore,30/12/2020,58569,27,12.429,29,0,0,10739.512,4.951,2.279
SGP,Asia,Singapore,31/12/2020,58599,30,14.857,29,0,0,10745.012,5.501,2.724
